x,F893,x,F893,x,F893,x,F893,x,F893
1.54463,0.731352,1.52675,0.714802,1.51925,0.731641,1.93397,0.675558,1.9541,0.665943
1.55463,0.734858,1.53675,0.728853,1.52925,0.736765,1.93898,0.672506,1.9591,0.663449
1.56463,0.740048,1.54675,0.731619,1.53925,0.752873,1.94398,0.669656,1.9641,0.661151
1.57419,0.747199,1.55675,0.735406,1.54925,0.757841,1.94898,0.66707,1.9691,0.648188
1.58378,0.753741,1.56675,0.741011,1.55925,0.763722,1.95398,0.664529,1.9741,0.646229
1.59337,0.760327,1.57631,0.748603,1.56758,0.770139,1.95898,0.662206,1.9791,0.64435
1.60295,0.767017,1.58567,0.754511,1.57591,0.776669,1.96398,0.649333,1.9841,0.630013
1.61256,0.77125,1.59502,0.760967,1.58409,0.781277,1.96899,0.647299,1.9891,0.628491
1.62219,0.779306,1.60437,0.766838,1.59237,0.785807,1.97399,0.645464,1.9941,0.614711
1.63184,0.78378,1.61376,0.771756,1.60074,0.790828,1.97899,0.643722,1.9991,0.613412
1.64151,0.785724,1.62318,0.78009,1.60919,0.796331,1.98399,0.629545,2.0041,0.612085
1.65118,0.789226,1.63263,0.784254,1.61774,0.799869,1.98899,0.628096,2.0091,0.597242
1.66087,0.792529,1.64208,0.786185,1.62628,0.804551,1.99399,0.614545,2.0141,0.582664
1.67056,0.795162,1.65153,0.790004,1.63482,0.810507,1.99899,0.613269,2.01969,0.566115
1.68026,0.799976,1.66098,0.791534,1.64336,0.815376,2.00399,0.598052,2.02521,0.566398
1.68998,0.803525,1.6705,0.796147,1.65198,0.817734,2.00899,0.597275,2.03068,0.566891
1.69972,0.802404,1.68002,0.800203,1.6606,0.821034,2.01426,0.582833,2.03611,0.567516
1.70947,0.802614,1.68963,0.803369,1.66922,0.820938,2.01979,0.566428,2.04151,0.568287
1.71923,0.799291,1.69926,0.802116,1.67784,0.82136,2.02529,0.566734,2.04687,0.569225
1.72899,0.796685,1.70896,0.80223,1.68646,0.823809,2.03075,0.56724,2.0522,0.570325
1.7388,0.794869,1.71867,0.798848,1.69516,0.819848,2.03616,0.567877,2.0575,0.571575
1.74862,0.790469,1.72843,0.796399,1.70385,0.817582,2.04156,0.568667,2.06277,0.572962
1.75846,0.789707,1.7382,0.792877,1.7128,0.815386,2.04693,0.569631,2.06803,0.574579
1.7683,0.781378,1.74802,0.790387,1.72175,0.812267,2.05226,0.57075,2.07327,0.589949
1.77816,0.765969,1.75785,0.78919,1.73083,0.808867,2.05756,0.572012,2.07851,0.590923
1.78803,0.750227,1.7677,0.780842,1.73995,0.805211,2.06284,0.573406,2.08372,0.591784
1.79791,0.737754,1.77755,0.765212,1.74918,0.799713,2.06812,0.589563,2.08892,0.592688
1.80781,0.72892,1.78743,0.74686,1.7585,0.787992,2.07339,0.590364,2.09411,0.607044
1.81772,0.719334,1.79732,0.736762,1.76789,0.777862,2.07865,0.591171,2.09929,0.608017
1.82764,0.706118,1.80723,0.727778,1.77733,0.761683,2.08388,0.592015,2.10445,0.621632
1.83757,0.69278,1.81715,0.718071,1.78682,0.748115,2.08909,0.606339,2.1096,0.622724
1.84751,0.676959,1.82708,0.704776,1.79638,0.739294,2.09429,0.619908,2.11474,0.635504
1.85745,0.661632,1.83702,0.691496,1.80599,0.729779,2.09947,0.620896,2.11987,0.648263
1.8674,0.650495,1.84696,0.672264,1.81565,0.716804,2.10463,0.633634,2.12498,0.649498
1.87735,0.635924,1.85691,0.660506,1.82534,0.701494,2.10979,0.634669,2.13009,0.66141
1.8873,0.62588,1.86687,0.649433,1.83508,0.689917,2.11495,0.635752,2.1352,0.672821
1.89726,0.607465,1.87682,0.634929,1.84484,0.668609,2.12009,0.648518,2.1403,0.683654
1.90722,0.59833,1.88678,0.624952,1.85463,0.662104,2.12522,0.660386,2.14541,0.693838
1.91718,0.58474,1.89675,0.606589,1.86445,0.648598,2.13034,0.661687,2.15051,-2.31502
1.92714,0.576289,1.90671,0.597486,1.87429,0.63113,2.13546,0.682531,2.1556,-6.1795
1.93711,0.562833,1.91668,0.583916,1.8839,0.618179,2.14057,0.683951,2.16068,-1.85768
1.94707,0.554945,1.92665,0.575484,1.89359,0.605569,2.14568,0.694148,2.16576,-0.425591
1.95704,0.541291,1.93662,0.56205,1.90334,0.588246,2.15079,-0.998962,2.17083,0.0437458
1.96701,0.527404,1.94659,0.554163,1.91312,0.58645,2.15589,-5.79893,2.17589,0.25942
1.97699,0.519821,1.95657,0.54055,1.92292,0.574304,2.16098,-1.19929,2.18095,0.382376
1.98696,0.505626,1.96654,0.526666,1.93274,0.57334,2.16607,-0.252785,2.18601,0.457874
1.99693,0.497996,1.97652,0.512439,1.94256,0.561376,2.17114,0.114277,2.19107,-0.757315
2.00691,0.475489,1.9865,0.504921,1.9524,0.560989,2.17621,0.296063,2.19612,-0.0600816
2.01612,0.475432,1.99648,0.497325,1.96224,0.5296,2.18128,-4.95125,2.20116,0.18938
2.02548,0.459518,2.00647,0.474834,1.97209,0.523402,2.18635,-0.998129,2.20621,0.242651
2.03497,0.459743,2.01645,0.474754,1.98195,0.524079,2.19141,-0.0108748,2.21125,0.305595
2.04452,0.45166,2.02621,0.458835,1.99182,0.510593,2.19647,0.220582,2.21628,0.340145
2.05386,0.45201,2.03599,0.459045,2.00169,0.496564,2.20152,0.324433,2.22132,0.364717
2.06323,0.452303,2.04577,0.450959,2.01156,0.497612,2.20657,0.383161,2.22634,0.368219
2.07268,0.452619,2.05558,0.451271,2.02144,0.49852,2.21161,0.412274,2.23137,0.361708
2.08215,0.45289,2.06541,0.451571,2.03135,0.499295,2.21665,0.440247,2.23639,0.297844
2.09166,0.453172,2.07525,0.451842,2.04127,0.499979,2.22169,0.460314,2.24141,-0.206888
2.10119,0.45342,2.08511,0.452117,2.0512,0.500588,2.22672,0.473101,2.2467,0.606762
2.11078,0.453679,2.09498,0.452359,2.06114,0.501121,2.23174,0.481559,2.25196,0.61067
2.12039,0.453909,2.10486,0.452606,2.07109,0.501744,2.23677,0.480692,2.2572,0.603061
2.13004,0.454154,2.11475,0.452831,2.08105,0.502307,2.24179,0.45981,2.26242,0.60692
2.1397,0.454369,2.12465,0.453063,2.09101,0.502793,2.2474,0.415182,2.2676,0.610676
2.1494,0.45461,2.13456,0.453274,2.10097,0.503206,2.25296,0.260954,2.27277,0.602391
2.15909,0.454809,2.14447,0.453493,2.11094,0.503563,2.25841,0.607833,2.27792,0.605426
2.16883,0.455018,2.1544,0.453696,2.12092,0.503867,2.26383,0.61182,2.28305,0.60901
2.17859,0.455224,2.16433,0.453893,2.13089,0.504132,2.26921,0.615757,2.28817,0.612798
2.18838,0.455429,2.17428,0.454089,2.14087,0.50436,2.27455,0.607253,2.29328,0.603418
2.1982,0.45563,2.18423,0.454279,2.15086,0.504559,2.27987,0.610557,2.29838,0.606042
2.20804,0.455833,2.19419,0.45447,2.16084,0.504735,2.28515,0.614458,2.30348,0.608238
2.21789,0.456034,2.20415,0.454656,2.17083,0.504902,2.29042,0.617792,2.30856,0.610059
2.22777,0.456238,2.21412,0.454845,2.18082,0.505063,2.29566,0.60859,2.31363,0.612507
2.23766,0.456451,2.22409,0.45503,2.19081,0.505221,2.30088,0.61147,2.31898,0.602116
2.24756,0.456697,2.23406,0.45522,2.2008,0.50538,2.30608,0.614015,2.32429,0.602117
2.25748,0.456942,2.24404,0.455435,2.21079,0.50554,2.31128,0.616043,2.32986,0.601079
2.26741,0.457179,2.25402,0.455659,2.22079,0.505705,2.31646,0.618893,2.33566,0.601808
2.27735,0.457416,2.264,0.455875,2.23078,0.505875,2.3219,0.607669,2.34169,0.59077
2.28729,0.457648,2.27399,0.456085,2.24078,0.506212,2.32735,0.607394,2.34764,0.58061
2.29725,0.457894,2.28397,0.456298,2.25078,0.506657,2.33304,0.606979,2.35354,0.570474
2.3072,0.458128,2.29396,0.456513,2.26078,0.507072,2.33896,0.608359,2.35936,0.581317
2.31717,0.458376,2.30395,0.456723,2.27077,0.50747,2.3451,0.598246,2.3654,0.581094
2.32713,0.458613,2.31394,0.456947,2.28077,0.507849,2.35145,0.588771,2.37166,0.590618
2.3371,0.458867,2.32394,0.457159,2.29077,0.508216,2.35769,0.579343,2.37813,0.612414
2.34707,0.459109,2.33393,0.45739,2.30077,0.50857,2.36413,0.571792,2.38478,0.601039
2.35705,0.511178,2.34392,0.457606,2.31077,0.508918,2.37076,0.600058,2.39162,0.607788
2.36703,0.517738,2.35392,0.481991,2.32077,0.509259,2.37757,0.594161,2.39862,0.620004
2.377,0.51816,2.36391,0.516337,2.33076,0.523973,2.38456,0.604499,2.40579,0.606924
2.38699,0.518726,2.37391,0.516649,2.34076,0.556147,2.3917,0.614093,2.41311,0.601925
2.39697,0.519417,2.3839,0.51715,2.35076,0.556616,2.39901,0.617102,2.42058,0.582736
2.40695,0.520229,2.3939,0.517783,2.36076,0.560229,2.40645,0.59673,2.42818,0.578034
2.41694,0.521108,2.40389,0.518538,2.37076,0.563914,2.4142,0.604455,2.43591,0.573526
2.42692,0.52211,2.41389,0.519359,2.38076,0.564717,2.42222,0.599818,2.44377,0.553243
2.43691,0.542286,2.42389,0.520303,2.39076,0.56562,2.43034,0.595057,2.45188,0.54892
2.4469,0.561216,2.43388,0.52788,2.40076,0.566615,2.43869,0.575832,2.46021,0.544749
2.45688,0.612561,2.44388,0.553595,2.41076,0.567696,2.44723,0.571306,2.46874,0.475358
2.46687,0.639237,2.45388,0.601755,2.42076,0.568869,2.45594,0.566953,2.47735,0.446586
2.47686,0.659641,2.46388,0.637374,2.43076,0.57612,2.4648,0.562759,2.48564,0.384824
2.48685,0.661016,2.47387,0.657668,2.44076,0.588986,2.4738,0.476992,2.49365,0.384462
2.49684,0.679448,2.48387,0.662561,2.45076,0.630603,2.48285,0.44799,2.50083,0.38511
2.50683,0.699892,2.49387,0.670882,2.46076,0.657171,2.49155,0.385738,2.50856,0.385135
2.51682,0.723273,2.50387,0.691815,2.47076,0.681031,2.49993,0.386202,2.51629,0.38513
2.52682,0.742146,2.51363,0.716328,2.48076,0.692719,2.50789,0.386307,2.52403,0.385113
2.53681,0.75026,2.52341,0.735584,2.49076,0.697865,2.51585,0.386365,2.53176,0.385084
2.5468,0.757295,2.5332,0.747568,2.50076,0.708818,2.52381,0.386394,2.53949,0.385043
2.55679,0.762436,2.54299,0.7543,2.51076,0.726888,2.53178,0.3864,2.54722,0.384993
2.56678,0.76571,2.55279,0.758799,2.52076,0.749692,2.53974,0.386387,2.55495,0.384935
2.57677,0.771066,2.56259,0.764275,2.53076,0.771386,2.5477,0.38636,2.56269,0.38487
2.58676,0.772426,2.5724,0.767745,2.54076,0.774783,2.55566,0.386319,2.57042,0.384799
2.59675,0.77106,2.58223,0.771703,2.55076,0.776459,2.56362,0.386268,2.57815,0.384724
2.60675,0.768492,2.59206,0.77031,2.56076,0.77784,2.57158,0.386209,2.58588,0.384644
2.61674,0.766887,2.6019,0.769119,2.57076,0.779268,2.57955,0.386144,2.59361,0.452802
2.62673,0.766855,2.61175,0.767183,2.58076,0.780914,2.58751,0.386073,2.60134,0.481634
2.63673,0.764197,2.62161,0.76676,2.59076,0.782276,2.59547,0.454116,2.60908,0.527228
2.64672,0.766087,2.63146,0.763902,2.60076,0.78377,2.60354,0.48295,2.61681,0.549112
2.65671,0.770947,2.64133,0.763575,2.61076,0.784541,2.61161,0.528482,2.62454,0.584766
2.66671,0.775479,2.6512,0.768208,2.62076,0.78824,2.61969,0.55048,2.63185,0.616266
2.67627,0.780733,2.66108,0.772668,2.63076,0.792399,2.62749,0.602976,2.63896,0.630066
2.68585,0.781415,2.67096,0.777965,2.64076,0.795013,2.63529,0.61744,2.64574,0.665687
2.69545,0.785445,2.68085,0.782743,2.65076,0.799369,2.64322,0.644433,2.65252,0.677547
2.70508,0.786486,2.69073,0.783275,2.66076,0.803187,2.65125,0.677678,2.65993,0.678953
2.71471,0.787358,2.70062,0.785556,2.67076,0.804739,2.65952,0.679042,2.66784,0.680661
2.72435,0.786282,2.71052,0.78638,2.68076,0.807225,2.66813,0.680763,2.67618,0.692192
2.734,0.785498,2.72041,0.787075,2.69076,0.810854,2.67703,0.692327,2.68484,0.694578
2.74367,0.785342,2.73031,0.786389,2.70076,0.814944,2.68614,0.694769,2.69377,0.697417
2.75335,0.78379,2.74022,0.784735,2.71076,0.816839,2.69543,0.697684,2.70292,0.700782
2.76305,0.781296,2.75013,0.783019,2.72076,0.815149,2.70486,0.701147,2.71224,0.704776
2.77277,0.78171,2.76003,0.781914,2.73076,0.815749,2.71441,0.705264,2.72169,0.709558
2.7825,0.773531,2.76995,0.781291,2.74076,0.816679,2.72404,0.710199,2.73125,0.715374
2.79224,0.772586,2.77987,0.778955,2.75076,0.812942,2.73375,0.716211,2.7409,0.722642
2.80198,0.774043,2.78979,0.771723,2.76076,0.81211,2.74352,0.723737,2.75062,0.726064
2.81173,0.774569,2.79972,0.772976,2.77076,0.807678,2.75333,0.727328,2.76036,0.727029
2.82149,0.776351,2.80964,0.775088,2.78076,0.805446,2.76316,0.728187,2.77011,0.728927
2.83125,0.772329,2.81957,0.775469,2.79076,0.806217,2.77299,0.730034,2.77986,0.729296
2.84104,0.769582,2.8295,0.771974,2.80076,0.804447,2.78283,0.730324,2.78919,0.728338
2.85084,0.766838,2.83945,0.76941,2.81076,0.803139,2.79224,0.727814,2.79815,0.716669
2.86068,0.761243,2.8494,0.766537,2.82052,0.80136,2.80127,0.714646,2.80677,0.711347
2.87054,0.757493,2.85935,0.763731,2.83034,0.802701,2.80994,0.709999,2.81506,0.707269
2.88041,0.755434,2.86932,0.760075,2.84016,0.802288,2.8183,0.706098,2.82285,0.703549
2.8903,0.751348,2.87928,0.755902,2.85002,0.799461,2.82636,0.702799,2.8304,0.701823
2.90019,0.747339,2.88925,0.754072,2.85988,0.800597,2.83416,0.701295,2.83741,0.701051
2.9101,0.746125,2.89923,0.747521,2.86977,0.799106,2.84152,0.700925,2.84424,0.701742
2.92002,0.746848,2.9092,0.746347,2.87968,0.79562,2.84868,0.701702,2.85092,0.699738
2.92994,0.75712,2.91918,0.747258,2.88959,0.791892,2.85551,0.699792,2.85745,0.696972
2.93986,0.757318,2.92916,0.752925,2.89953,0.790079,2.86217,0.697193,2.86385,0.694234
2.94979,0.757526,2.93914,0.758055,2.90946,0.784341,2.86869,0.694644,2.87012,0.69448
2.95972,0.755427,2.94912,0.758288,2.91941,0.782529,2.87508,0.695165,2.87629,0.694153
2.96965,0.751298,2.9591,0.756334,2.92935,0.782548,2.88135,0.69494,2.88235,0.691526
2.97959,0.747336,2.96885,0.7544,2.9393,0.780493,2.8875,0.692381,2.88832,0.681048
2.98953,0.74608,2.97861,0.750417,2.94925,0.778845,2.89356,0.68209,2.89421,0.678066
2.99947,0.744831,2.98839,0.749117,2.9592,0.777534,2.89952,0.678672,2.90002,0.672045
3.00941,0.743845,2.99818,0.745428,2.96915,0.774243,2.9054,0.672774,2.90575,0.66669
3.01936,0.740571,3.00798,0.744398,2.9791,0.773394,2.9112,0.66755,2.91143,0.661951
3.02931,0.740164,3.01779,0.743504,2.98906,0.772464,2.91694,0.662948,2.91704,0.657778
3.03926,0.742373,3.0276,0.742967,2.99901,0.771781,2.92261,0.65892,2.9226,0.643462
3.0492,0.742364,3.03742,0.742545,3.00897,0.77125,2.92822,0.64486,2.92812,0.660597
3.05915,0.744844,3.04724,0.742436,3.01893,0.770826,2.93377,0.66207,2.93358,0.647851
3.0691,0.744456,3.05706,0.744846,3.0289,0.770498,2.93933,0.649604,2.93903,0.646045
3.07905,0.744296,3.06689,0.744342,3.03886,0.770421,2.94486,0.657819,2.94444,0.663873
3.08877,0.751562,3.07673,0.744118,3.04883,0.770421,2.95035,0.665916,2.94981,0.642766
3.0985,0.754057,3.08633,0.751292,3.0588,0.772691,2.95579,0.645193,2.95515,0.631691
3.10822,0.764994,3.09594,0.753825,3.06877,0.772615,2.96124,0.623094,2.96046,0.62062
3.11772,0.773268,3.10554,0.762566,3.07874,0.777039,2.96664,0.623747,2.96574,0.596033
3.12722,0.779399,3.11515,0.771004,3.08872,0.779044,2.97202,0.612584,2.971,0.596697
3.13672,0.783901,3.12454,0.778949,3.09869,0.78615,2.97739,0.600357,2.97624,0.583874
3.14622,0.790092,3.13393,0.781565,3.10866,0.78723,2.98273,0.587825,2.98147,0.584764
3.15551,0.794538,3.14332,0.787777,3.11864,0.792151,2.98805,0.588906,2.9867,0.570631
3.1646,0.795557,3.15271,0.792213,3.12861,0.798804,2.99337,0.575131,2.99192,0.571799
3.1735,0.796915,3.16211,0.794965,3.13859,0.805124,2.99866,0.57649,2.99715,0.573069
3.18222,0.798783,3.1715,0.796112,3.14833,0.809993,3.00395,0.57788,3.00235,0.574359
3.19062,0.801308,3.18089,0.797798,3.15766,0.810721,3.0092,0.579443,3.00754,0.575796
3.19886,0.804398,3.19028,0.800148,3.16679,0.811608,3.01442,0.581051,3.01271,0.57724
3.20709,0.808215,3.19947,0.803095,3.17573,0.812724,3.01965,0.582737,3.01786,0.578881
3.21533,0.812685,3.20846,0.806775,3.18467,0.813967,3.02488,0.584517,3.02301,0.580501
3.22357,0.817081,3.21727,0.811156,3.1936,0.815501,3.03008,0.586318,3.02814,0.582243
3.23165,0.82113,3.2259,0.815677,3.2026,0.817232,3.03585,0.588301,3.03324,0.583956
3.23985,0.825012,3.23436,0.819823,3.21159,0.819098,3.04153,0.590265,3.03832,0.585813
3.24804,0.829038,3.24282,0.823729,3.22064,0.821091,3.04715,0.592291,3.04338,0.587687
3.25632,0.833894,3.25128,0.82795,3.22969,0.823284,3.05271,0.594362,3.04844,0.589566
3.26461,0.837706,3.25974,0.832833,3.23879,0.825576,3.05823,0.596483,3.0535,0.591476
3.27299,0.840933,3.2682,0.837802,3.24789,0.828133,3.0637,0.598658,3.05853,0.59339
3.28122,0.842928,3.27674,0.841005,3.25704,0.831032,3.06913,0.60089,3.06357,0.59545
3.28965,0.846497,3.28529,0.843127,3.26619,0.834337,3.07452,0.603182,3.06859,0.597515
3.29778,0.848916,3.29391,0.845931,3.27544,0.838079,3.07987,0.605404,3.07362,0.599643
3.30614,0.850195,3.30253,0.848199,3.28469,0.842091,3.0852,0.607379,3.07865,0.601734
3.31449,0.851191,3.31123,0.848628,3.29402,0.846503,3.0905,0.675337,3.08367,0.604005
3.32304,0.850764,3.31992,0.849336,3.30336,0.851101,3.09577,0.697827,3.0887,0.661375
3.33159,0.85189,3.32869,0.84898,3.31278,0.855711,3.10104,0.700616,3.09372,0.695565
3.34031,0.852198,3.33746,0.849045,3.32219,0.859467,3.10629,0.712868,3.09873,0.698359
3.3491,0.851142,3.34637,0.849284,3.33168,0.863243,3.11152,0.716743,3.10375,0.701429
3.35812,0.85221,3.35494,0.848481,3.34116,0.865186,3.11672,0.72123,3.10877,0.713892
3.36726,0.854397,3.36369,0.850899,3.35075,0.867959,3.12191,0.726354,3.11378,0.717976
3.37657,0.855658,3.37257,0.852936,3.36036,0.870563,3.12709,0.732153,3.11879,0.722644
3.38596,0.853645,3.38168,0.852447,3.37004,0.872645,3.13224,0.738681,3.1238,0.727929
3.39547,0.84995,3.39089,0.851223,3.37973,0.874133,3.13739,0.745949,3.12881,0.733874
3.40508,0.845136,3.40026,0.846956,3.38947,0.873022,3.14252,0.75106,3.13382,0.740537
3.41476,0.839029,3.40975,0.84185,3.39923,0.871886,3.14764,0.753831,3.13883,0.747169
3.4245,0.832291,3.41934,0.835504,3.40904,0.868325,3.15275,0.756378,3.14384,0.750819
3.4343,0.825332,3.42901,0.828515,3.41888,0.862386,3.15785,0.7568,3.14885,0.753537
3.44413,0.818374,3.43874,0.821686,3.42875,0.855228,3.16294,0.756935,3.15386,0.755564
3.454,0.808257,3.44852,0.81409,3.43863,0.845953,3.16802,0.757101,3.15886,0.755746
3.46389,0.800279,3.45835,0.804024,3.44852,0.835377,3.1731,0.757299,3.16387,0.755878
3.4738,0.792049,3.46821,0.796088,3.45843,0.826096,3.17817,0.757532,3.16887,0.756041
3.48373,0.782347,3.4781,0.786033,3.46834,0.81851,3.18323,0.757798,3.17388,0.756236
3.49368,0.770954,3.48801,0.778276,3.47827,0.811398,3.18829,0.750646,3.17888,0.756463
3.50363,0.761777,3.49794,0.766995,3.4882,0.80337,3.19334,0.751043,3.18388,0.749155
3.5136,0.755027,3.50788,0.75794,3.49815,0.797067,3.19839,0.750405,3.18889,0.749553
3.52357,0.746391,3.51784,0.751309,3.50811,0.789086,3.20343,0.748861,3.19389,0.749924
3.53355,0.735754,3.5278,0.742797,3.51808,0.779678,3.20847,0.746456,3.19889,0.748937
3.54353,0.72505,3.53777,0.732233,3.52805,0.768657,3.21351,0.743377,3.2039,0.747431
3.55351,0.706646,3.54774,0.716527,3.53803,0.760079,3.21854,0.740081,3.2089,0.74418
3.5635,0.690151,3.55772,0.700541,3.54801,0.751748,3.22357,0.735596,3.2139,0.740621
3.57349,0.679099,3.56771,0.686844,3.558,0.745828,3.2286,0.729923,3.2189,0.736884
3.58348,0.674747,3.57769,0.675904,3.56799,0.735509,3.23363,0.712544,3.22391,0.732538
3.59347,0.656844,3.58768,0.66824,3.57798,0.725359,3.23865,0.704682,3.22891,0.726462
3.60347,0.64584,3.59768,0.650193,3.58797,0.707223,3.24367,0.697511,3.23391,0.708925
3.61346,0.642611,3.60767,0.642976,3.59796,0.678592,3.24868,0.690975,3.23891,0.70124
3.62346,0.627471,3.61766,0.639781,3.60796,0.657918,3.25397,0.674575,3.24391,0.694209
3.63346,0.607353,3.62766,0.616101,3.61795,0.654801,3.25923,0.669446,3.24891,0.687783
3.64345,0.564688,3.63765,0.585256,3.62795,0.618834,3.26447,0.652872,3.25418,0.671337
3.65345,0.533507,3.64765,0.550613,3.63795,0.576733,3.26968,0.589855,3.25943,0.666271
3.66345,0.491416,3.65764,0.511043,3.64794,0.526453,3.2748,0.588205,3.26464,0.649659
3.67345,0.476573,3.66764,0.489274,3.65794,0.505872,3.27992,0.586734,3.26981,0.586428
3.68344,0.477612,3.67764,0.474441,3.66794,0.507421,3.28502,0.585329,3.27492,0.584755
3.69321,0.478558,3.68763,0.475363,3.67794,0.508759,3.29011,0.583978,3.28002,0.583294
3.70299,0.479475,3.69763,0.476227,3.68794,0.509931,3.29519,0.582795,3.28511,0.581898
3.71276,0.480284,3.70763,0.477054,3.69793,0.510982,3.30026,0.581699,3.29019,0.580559
3.72255,0.481086,3.71762,0.477783,3.70793,0.511893,3.30532,0.580718,3.29526,0.579383
3.73234,0.481766,3.72762,0.478516,3.71793,0.512722,3.31037,0.579779,3.30032,0.5783
3.74213,0.482462,3.73762,0.479136,3.72793,0.513412,3.31542,0.579029,3.30537,0.577323
3.75192,0.483042,3.74761,0.479769,3.73793,0.51404,3.32046,0.578285,3.31042,0.576394
3.76173,0.483638,3.75761,0.4803,3.74749,0.514523,3.3255,0.577518,3.31546,0.575647
3.77153,0.484167,3.76761,0.480849,3.75711,0.514975,3.33052,0.576684,3.3205,0.574908
3.78134,0.484676,3.77717,0.481293,3.76674,0.515289,3.33555,0.576003,3.32553,0.574283
3.79115,0.48512,3.78676,0.481762,3.77642,0.515587,3.34057,0.575332,3.33055,0.640165
3.80098,0.485571,3.79634,0.482158,3.78612,0.51576,3.34657,0.57466,3.33557,0.583233
3.81083,0.485962,3.80595,0.482576,3.79585,0.515916,3.35247,0.574055,3.34058,0.579319
3.82069,0.486374,3.81556,0.482923,3.8056,0.515965,3.35819,0.573477,3.34559,0.576452
3.83055,0.486718,3.82519,0.483302,3.81536,0.516018,3.36376,0.587656,3.3506,0.574812
3.84043,0.487106,3.83482,0.483613,3.82513,0.515928,3.36925,0.587218,3.35561,0.573711
3.85031,0.487406,3.84447,0.483976,3.83491,0.515877,3.37469,0.586765,3.36062,0.572833
3.86021,0.487765,3.85413,0.484245,3.84471,0.515739,3.38009,0.586352,3.36563,0.572128
3.87012,0.488042,3.86382,0.484585,3.85453,0.515594,3.38545,0.599817,3.37063,0.571501
